title_link,titles,posted_date,hacking_type,text_loc
https://thehackernews.com/2024/02/dirtymoe-malware-infects-2000-ukrainian.html,"  DirtyMoe Malware Infects 2,000+ Ukrainian Computers for DDoS and Cryptojacking "," Feb 02, 2024", Cryptojacking / Malware," The Computer Emergency Response Team of Ukraine (CERT-UA) has warned that more than 2,000 computers in the country have been infected by a strain of malware called DirtyMoe."
https://thehackernews.com/2024/02/former-cia-engineer-sentenced-to-40.html,  Former CIA Engineer Sentenced to 40 Years for Leaking Classified Documents ," Feb 02, 2024", National Security / Data Breach, A former software engineer with the U.S. Central Intelligence Agency (CIA) has been sentenced to 40 years in prison by the Southern District of New York (SDNY) for transmitting classified documents to WikiLeaks and for possessing child pornographic material.
https://thehackernews.com/2024/02/cloudzy-elevates-cybersecurity.html,  Cloudzy Elevates Cybersecurity: Integrating Insights from Recorded Future to Revolutionize Cloud Security ," Feb 02, 2024", Threat Intelligence / Cloud Security," Cloudzy, a prominent cloud infrastructure provider, proudly announces a significant enhancement in its cybersecurity landscape. This breakthrough has been achieved through a recent consultation with Recorded Future, a leader in providing real-time threat intelligence and cybersecurity analytics. This initiative, coupled with an overhaul of Cloudzy's cybersecurity strategies, represents a major leap forward in our commitment to digital safety and infrastructure integrity."
https://thehackernews.com/2024/02/interpol-arrests-31-in-global-operation.html,"  INTERPOL Arrests 31 in Global Operation, Identifies 1,900+ Ransomware-Linked IPs "," Feb 02, 2024", Cyber Crime / Malware," An INTERPOL-led collaborative operation targeting phishing, banking malware, and ransomware attacks has led to the identification of 1,300 suspicious IP addresses and URLs."
https://thehackernews.com/2024/02/cloudflare-breach-nation-state-hackers.html,  Cloudflare Breach: Nation-State Hackers Access Source Code and Internal Docs ," Feb 02, 2024", Data Breach / Cloud Security, Cloudflare has revealed that it was the target of a likely nation-state attack in which the threat actor leveraged stolen credentials to gain unauthorized access to its Atlassian server and ultimately access some documentation and a limited amount of source code.
https://thehackernews.com/2024/02/fritzfrog-returns-with-log4shell-and.html,"  FritzFrog Returns with Log4Shell and PwnKit, Spreading Malware Inside Your Network "," Feb 01, 2024", Cyber Attack / Botnet, The threat actor behind a peer-to-peer (P2P) botnet known as  FritzFrog  has made a return with a new variant that leverages the  Log4Shell vulnerability  to propagate internally within an already compromised network.
https://thehackernews.com/2024/02/exposed-docker-apis-under-attack-in.html,  Exposed Docker APIs Under Attack in 'Commando Cat' Cryptojacking Campaign ," Feb 01, 2024", Cryptojacking / Linux Security, Exposed Docker API endpoints over the internet are under assault from a sophisticated cryptojacking campaign called  Commando Cat .
https://thehackernews.com/2024/02/why-right-metrics-matter-when-it-comes.html,  Why the Right Metrics Matter When it Comes to Vulnerability Management ," Feb 01, 2024", Vulnerability Management / Cyber Hygiene," How's your vulnerability management program doing? Is it effective? A success? Let's be honest, without the right metrics or analytics, how can you tell how well you're doing, progressing, or if you're getting ROI? If you're not measuring, how do you know it's working? "
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/us-feds-shut-down-china-linked-kv.html,"  U.S. Feds Shut Down China-Linked ""KV-Botnet"" Targeting SOHO Routers "," Feb 01, 2024", Cyber Threat / Network Security, The U.S. government on Wednesday said it took steps to neutralize a botnet comprising hundreds of U.S.-based small office and home office (SOHO) routers hijacked by a China-linked state-sponsored threat actor called Volt Typhoon and blunt the impact posed by the hacking campaign.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2024/02/headcrab-20-goes-fileless-targeting.html,"  HeadCrab 2.0 Goes Fileless, Targeting Redis Servers for Crypto Mining "," Feb 01, 2024", Cryptocurrency / Botnet, Cybersecurity researchers have detailed an updated version of the malware  HeadCrab  that's known to target Redis database servers across the world since early September 2021.
https://thehackernews.com/2024/02/warning-new-malware-emerges-in-attacks.html,  Warning: New Malware Emerges in Attacks Exploiting Ivanti VPN Vulnerabilities ," Feb 01, 2024", Network Security / Malware, Google-owned Mandiant said it identified new malware employed by a China-nexus espionage threat actor known as UNC5221 and other threat groups during post-exploitation activity targeting Ivanti Connect Secure VPN and Policy Secure devices.
https://thehackernews.com/2024/02/cisa-warns-of-active-exploitation-of.html,  CISA Warns of Active Exploitation Apple iOS and macOS Vulnerability ," Feb 01, 2024", Vulnerability / Software Update," The U.S. Cybersecurity and Infrastructure Security Agency (CISA) on Wednesday  added  a high-severity flaw impacting iOS, iPadOS, macOS, tvOS, and watchOS to its Known Exploited Vulnerabilities ( KEV ) catalog, based on evidence of active exploitation."
https://thehackernews.com/2024/02/runc-flaws-enable-container-escapes.html,"  RunC Flaws Enable Container Escapes, Granting Attackers Host Access "," Jan 31, 2024", Software Security / Linux, Multiple security vulnerabilities have been disclosed in the runC command line tool that could be exploited by threat actors to escape the bounds of the container and stage follow-on attacks.
https://thehackernews.com/2024/01/alert-ivanti-discloses-2-new-zero-day.html,"  Alert: Ivanti Discloses 2 New Zero-Day Flaws, One Under Active Exploitation "," Jan 31, 2024", Vulnerability / Zero Day," Ivanti is alerting of  two new high-severity flaws  in its Connect Secure and Policy Secure products, one of which is said to have come under targeted exploitation in the wild."
https://thehackernews.com/2024/01/telegram-marketplaces-fuel-phishing.html,  Telegram Marketplaces Fuel Phishing Attacks with Easy-to-Use Kits and Malware ," Jan 31, 2024", Cyber Crime / Hacking News," Cybersecurity researchers are calling attention to the ""democratization"" of the phishing ecosystem owing to the emergence of Telegram as an epicenter for cybercrime, enabling threat actors to mount a mass attack for as little as $230."
https://thehackernews.com/2024/01/the-sec-wont-let-cisos-be-understanding.html,  The SEC Won't Let CISOs Be: Understanding New SaaS Cybersecurity Rules ," Jan 31, 2024", SaaS Security / Regulations," The SEC isn't giving SaaS a free pass. Applicable public companies, known as ""registrants,"" are now subject to cyber incident disclosure and cybersecurity readiness requirements for data stored in SaaS systems, along with the 3rd and 4th party apps connected to them. "
https://thehackernews.com/2024/01/italian-businesses-hit-by-weaponized.html,  Italian Businesses Hit by Weaponized USBs Spreading Cryptojacking Malware ," Jan 31, 2024", Cryptocurrency / Cybersecurity, A financially motivated threat actor known as  UNC4990  is leveraging weaponized USB devices as an initial infection vector to target organizations in Italy.
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/01/chinese-hackers-exploiting-critical-vpn.html,  Hackers Exploiting Ivanti VPN Flaws to Deploy KrustyLoader Malware ," Jan 31, 2024", Cyber Attack / Network Security, A pair of recently disclosed zero-day flaws in Ivanti Connect Secure (ICS) virtual private network (VPN) devices have been exploited to deliver a Rust-based payload called  KrustyLoader  that's used to drop the open-source Sliver adversary simulation tool.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2024/01/new-glibc-flaw-grants-attackers-root.html,  New Glibc Flaw Grants Attackers Root Access on Major Linux Distros ," Jan 31, 2024", Vulnerability / Endpoint Security, Malicious local attackers can obtain full root access on Linux machines by taking advantage of a newly disclosed security flaw in the GNU C library (aka glibc).
https://thehackernews.com/2024/01/brazilian-feds-dismantle-grandoreiro.html,"  Brazilian Feds Dismantle Grandoreiro Banking Trojan, Arresting Top Operatives "," Jan 30, 2024", Cyber Crime / Malware, A Brazilian law enforcement operation has led to the arrest of several Brazilian operators in charge of the  Grandoreiro  malware.
https://thehackernews.com/2024/01/urgent-upgrade-gitlab-critical.html,  URGENT: Upgrade GitLab - Critical Workspace Creation Flaw Allows File Overwrite ," Jan 30, 2024", DevSecOps / Vulnerability, GitLab once again released fixes to address a critical security flaw in its Community Edition (CE) and Enterprise Edition (EE) that could be exploited to write arbitrary files while creating a  workspace .
https://thehackernews.com/2024/01/china-linked-hackers-target-myanmars.html,  China-Linked Hackers Target Myanmar's Top Ministries with Backdoor Blitz ," Jan 30, 2024", Malware / Cyber Espionage, The China-based threat actor known as  Mustang Panda  is suspected to have targeted Myanmar's Ministry of Defence and Foreign Affairs as part of twin campaigns designed to deploy backdoors and remote access trojans.
https://thehackernews.com/2024/01/top-security-posture-vulnerabilities.html,  Top Security Posture Vulnerabilities Revealed ," Jan 30, 2024", Security Assessment / Patch Management," Each New Year introduces a new set of challenges and opportunities for strengthening our cybersecurity posture. It's the nature of the field – the speed at which malicious actors carry out advanced persistent threats brings a constant, evolving battle for cyber resilience. The excitement in cybersecurity lies in this continuous adaptation and learning, always staying one step ahead of potential threats."
